Date,Unnamed: 0,Symbol,Series,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total_Traded_Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,year,month,Day_Perc_Change,Trend,avg,upper,lower
2018-08-17,316,INFRATEL,EQ,280.65,281.0,285.4,281.0,282.25,282.55,282.97,2626989,743359077.33,87418,1849121,70.39,2018,8,0.6769998218421724,Slight Positive,287.8,295.547,280.053
2018-08-20,317,INFRATEL,EQ,282.55,282.6,287.0,281.9,285.75,284.8,285.21,1706019,486573678.99,89319,1107123,64.9,2018,8,0.796319235533538,Slight Positive,287.489,295.351,279.627
2018-08-21,318,INFRATEL,EQ,284.8,285.45,289.7,284.35,287.0,287.5,287.15,2304463,661726550.4499999,90363,1662843,72.16,2018,8,0.9480337078651592,Slight Positive,287.55,295.397,279.703
2018-08-23,319,INFRATEL,EQ,287.5,288.0,290.7,282.55,283.35,283.9,285.16,1875794,534901417.04,108937,1264179,67.39,2018,8,-1.252173913043486,Negative,286.882,294.214,279.55
2018-08-24,320,INFRATEL,EQ,283.9,283.4,291.4,278.85,285.0,285.55,285.92,3456951,988411429.92,89480,1865813,53.97,2018,8,0.5811905600563659,Slight Positive,286.482,293.411,279.553
2018-08-27,321,INFRATEL,EQ,285.55,285.55,289.8,281.6,289.05,288.05,285.16,2244792,640124886.72,65565,1354105,60.32,2018,8,0.8755034144633189,Slight Positive,286.336,293.018,279.654
2018-08-28,322,INFRATEL,EQ,288.05,289.8,289.8,282.6,286.2,286.15,286.04,10163994,2907308843.76,49381,8918609,87.75,2018,8,-0.6596077069953243,Slight negative,286.271,292.941,279.602
2018-08-29,323,INFRATEL,EQ,286.15,287.2,287.2,282.25,283.35,283.6,283.98,4826522,1370635717.5600002,24362,4275277,88.58,2018,8,-0.8911410099597951,Slight negative,286.107,292.928,279.286
2018-08-30,324,INFRATEL,EQ,283.6,282.3,286.0,280.1,284.0,284.4,283.75,2645826,750753127.5,33771,1593668,60.23,2018,8,0.28208744710858097,Slight or No change,285.675,292.063,279.287
2018-08-31,325,INFRATEL,EQ,284.4,285.75,294.8,285.0,285.75,286.9,290.26,2495220,724262557.1999999,63535,975982,39.11,2018,8,0.8790436005625901,Slight Positive,285.221,289.989,280.454
2018-09-03,326,INFRATEL,EQ,286.9,289.05,292.9,286.0,290.0,289.8,290.68,1141409,331784768.12,22555,476987,41.79,2018,9,1.0108051585918654,Positive,285.214,289.952,280.476
2018-09-04,327,INFRATEL,EQ,289.8,291.0,292.0,282.4,284.15,284.05,286.31,1433152,410325749.12,19258,791667,55.24,2018,9,-1.984126984126988,Negative,285.129,289.907,280.35
2018-09-05,328,INFRATEL,EQ,284.05,284.0,284.0,269.25,271.9,271.35,275.11,2129182,585759260.02,35708,823284,38.67,2018,9,-4.471043830311562,Among top losers,284.232,293.025,275.439
2018-09-06,329,INFRATEL,EQ,271.35,266.35,277.6,265.6,271.0,270.95,270.87,3939106,1066985642.22,44904,941575,23.9,2018,9,-0.14741109268473496,Slight or No change,283.539,294.746,272.333
2018-09-07,330,INFRATEL,EQ,270.95,272.0,279.35,267.2,274.5,277.35,275.61,2042234,562860112.74,33945,843059,41.28,2018,9,2.3620594205573164,Positive,283.168,294.85,271.485
2018-09-10,331,INFRATEL,EQ,277.35,273.9,279.0,272.7,275.25,275.7,275.77,793199,218740488.23,12695,218510,27.55,2018,9,-0.5949161709032036,Slight negative,282.518,294.806,270.23
2018-09-11,332,INFRATEL,EQ,275.7,275.25,276.8,269.0,270.2,270.2,270.44,2484626,671942255.4399999,35447,1574391,63.37,2018,9,-1.9949220166847967,Negative,281.282,294.827,267.737
2018-09-12,333,INFRATEL,EQ,270.2,270.2,272.3,263.3,270.6,270.8,267.69,1097568,293807977.92,37714,439314,40.03,2018,9,0.2220577350111164,Slight or No change,280.346,294.886,265.807
2018-09-14,334,INFRATEL,EQ,270.8,270.8,275.9,270.55,275.55,274.6,272.57,3099251,844762845.0699999,34240,2325256,75.03,2018,9,1.4032496307237796,Positive,279.564,294.076,265.053
2018-09-17,335,INFRATEL,EQ,274.6,274.8,275.0,266.0,266.9,266.85,270.22,2277951,615547919.22,49718,1350391,59.28,2018,9,-2.8222869628550584,Negative,278.05,293.159,262.941
2018-09-18,336,INFRATEL,EQ,266.85,268.0,268.0,265.0,266.45,266.7,266.56,1788883,476844652.48,34711,1016348,56.81,2018,9,-0.05621135469365823,Slight or No change,276.661,292.134,261.187
2018-09-19,337,INFRATEL,EQ,266.7,268.0,272.85,264.0,271.0,270.9,268.62,1208800,324707856.0,46294,577922,47.81,2018,9,1.5748031496062964,Positive,275.754,290.961,260.546
2018-09-21,338,INFRATEL,EQ,270.9,272.9,282.85,270.6,279.05,281.2,278.49,3625576,1009686660.24,61403,1771827,48.87,2018,9,3.8021410114433385,Among top gainers,275.525,290.262,260.788
2018-09-24,339,INFRATEL,EQ,281.2,280.0,283.95,273.05,277.7,277.85,279.07,1342760,374724033.2,30056,402161,29.95,2018,9,-1.1913229018492009,Negative,274.879,288.191,261.566
2018-09-25,340,INFRATEL,EQ,277.85,277.0,280.0,268.05,270.0,269.35,272.91,2794731,762710037.21,71352,1399585,50.08,2018,9,-3.0592046068022345,Among top losers,273.418,283.855,262.981
2018-09-26,341,INFRATEL,EQ,269.35,270.0,273.9,257.7,261.9,261.5,264.38,2575108,680807053.04,56674,1080750,41.97,2018,9,-2.9144236124002303,Negative,271.807,282.136,261.478
2018-09-27,342,INFRATEL,EQ,261.5,262.0,271.05,256.85,269.95,267.85,264.46,3769191,996800251.86,54335,2045695,54.27,2018,9,2.4282982791587138,Positive,271.557,282.101,261.014
2018-09-28,343,INFRATEL,EQ,267.85,267.85,275.45,261.5,262.2,262.95,269.41,2438632,656991847.12,52738,921868,37.8,2018,9,-1.8293821168564597,Negative,270.986,282.494,259.477
2018-10-01,344,INFRATEL,EQ,262.95,262.9,272.3,262.0,265.15,267.6,267.78,2928255,784128123.9,48477,1247762,42.61,2018,10,1.7683970336566102,Positive,270.289,281.308,259.27
2018-10-03,345,INFRATEL,EQ,267.6,267.6,267.6,250.0,250.35,251.7,254.34,2989267,760290168.78,36943,668096,22.35,2018,10,-5.941704035874452,Among top losers,268.575,282.93,254.22
2018-10-04,346,INFRATEL,EQ,251.7,242.65,261.6,242.25,258.1,256.15,256.2,4972966,1274073889.2,75119,2128358,42.8,2018,10,1.7679777512912054,Positive,267.571,283.333,251.81
2018-10-05,347,INFRATEL,EQ,256.15,254.9,264.0,253.6,260.5,260.2,261.02,4498382,1174167669.64,70598,2929802,65.13,2018,10,1.5811048213937084,Positive,266.814,282.922,250.706
2018-10-08,348,INFRATEL,EQ,260.2,260.0,269.5,253.15,266.55,266.7,260.74,2253966,587699094.84,59514,651104,28.89,2018,10,2.49807840122982,Positive,266.25,281.724,250.776
2018-10-09,349,INFRATEL,EQ,266.7,266.7,273.9,261.95,270.0,266.5,268.98,2128482,572519088.36,46167,711522,33.43,2018,10,-0.07499062617172259,Slight or No change,266.225,281.696,250.754
2018-10-10,350,INFRATEL,EQ,266.5,268.45,276.0,256.5,258.7,258.25,266.93,2832141,755983397.13,42257,1088034,38.42,2018,10,-3.0956848030018747,Among top losers,265.621,281.662,249.581
2018-10-11,351,INFRATEL,EQ,258.25,252.7,262.65,252.0,262.5,259.75,259.45,4629003,1200994828.35,58507,3294210,71.16,2018,10,0.5808325266214887,Slight Positive,264.825,280.843,248.807
2018-10-12,352,INFRATEL,EQ,259.75,259.95,267.5,258.0,265.0,265.55,263.5,2502620,659440370.0,67610,1413332,56.47,2018,10,2.232916265640039,Positive,263.707,276.702,250.712
2018-10-15,353,INFRATEL,EQ,265.55,267.55,271.6,264.85,268.55,268.6,268.27,1953850,524159339.5,47698,842815,43.14,2018,10,1.1485595932969384,Positive,263.046,273.667,252.426
2018-10-16,354,INFRATEL,EQ,268.6,268.6,277.5,263.8,266.4,266.25,270.08,2760250,745488320.0,34857,771189,27.94,2018,10,-0.8749069247952379,Slight negative,262.825,273.0,252.65
2018-10-17,355,INFRATEL,EQ,266.25,268.7,269.65,258.2,261.05,260.0,263.88,1618929,427202984.52,15922,660908,40.82,2018,10,-2.3474178403755874,Negative,262.718,272.984,252.452
2018-10-19,356,INFRATEL,EQ,260.0,261.0,268.65,261.0,264.1,264.45,264.98,2544569,674259893.62,50941,1261989,49.6,2018,10,1.7115384615384643,Positive,262.475,272.372,252.578
2018-10-22,357,INFRATEL,EQ,264.45,266.0,267.9,260.65,264.6,265.25,265.03,1228217,325514351.51,26336,447989,36.47,2018,10,0.30251465305350944,Slight or No change,262.639,272.646,252.632
2018-10-23,358,INFRATEL,EQ,265.25,264.6,270.4,258.6,265.0,265.5,262.59,8806279,2312440802.61,44744,7202980,81.79,2018,10,0.09425070688029448,Slight or No change,262.489,272.235,252.743
2018-10-24,359,INFRATEL,EQ,265.5,265.55,267.9,259.9,264.0,263.25,262.71,2283437,599881734.27,56030,1045545,45.79,2018,10,-0.8474576271186418,Slight negative,263.314,270.825,255.803
2018-10-25,360,INFRATEL,EQ,263.25,260.1,270.7,260.0,264.5,265.0,264.93,6916739,1832451663.27,61144,4523798,65.4,2018,10,0.6647673314339908,Slight Positive,263.946,270.253,257.64
2018-10-26,361,INFRATEL,EQ,265.0,264.5,268.45,261.85,265.0,265.0,264.82,2293262,607301642.84,23982,945375,41.22,2018,10,0.0,Slight or No change,264.289,270.23,258.349
2018-10-29,362,INFRATEL,EQ,265.0,263.5,266.75,262.55,266.15,264.65,264.82,995410,263604476.2,31366,548026,55.06,2018,10,-0.13207547169812314,Slight or No change,264.143,269.927,258.359
2018-10-30,363,INFRATEL,EQ,264.65,265.15,267.95,263.5,265.6,266.2,265.81,1524274,405167271.94,62947,1035193,67.91,2018,10,0.5856791989420129,Slight Positive,264.121,269.87,258.373
2018-10-31,364,INFRATEL,EQ,266.2,265.0,271.0,259.4,267.0,269.25,264.95,2396820,635037459.0,71448,1574248,65.68,2018,10,1.1457550713749098,Positive,264.907,270.186,259.628
2018-11-01,365,INFRATEL,EQ,269.25,264.05,266.95,260.35,261.0,261.2,262.95,2270401,597001942.9499999,61674,1413471,62.26,2018,11,-2.9897864438254484,Negative,265.011,269.896,260.125
2018-11-02,366,INFRATEL,EQ,261.2,262.8,264.75,260.25,261.0,262.3,263.33,1687971,444493403.43,41287,888860,52.66,2018,11,0.4211332312404448,Slight or No change,264.779,269.859,259.699
2018-11-05,367,INFRATEL,EQ,262.3,262.3,264.0,258.05,261.95,261.95,261.21,1661661,434042469.81,66619,966677,58.18,2018,11,-0.13343499809379544,Slight or No change,264.304,269.079,259.528
2018-11-06,368,INFRATEL,EQ,261.95,261.15,265.75,259.3,262.1,262.65,263.62,1582175,417092973.5,56589,954972,60.36,2018,11,0.2672265699561027,Slight or No change,264.046,268.757,259.335
2018-11-07,369,INFRATEL,EQ,262.65,264.9,266.25,263.0,266.0,265.15,265.01,94257,24979047.57,1001,37858,40.16,2018,11,0.9518370454978164,Slight Positive,264.414,268.531,260.298
2018-11-09,370,INFRATEL,EQ,265.15,267.8,274.1,264.35,264.7,265.85,269.56,4838067,1304149340.52,65298,3056914,63.18,2018,11,0.26400150858005844,Slight or No change,264.514,268.702,260.326
2018-11-12,371,INFRATEL,EQ,265.85,267.95,268.8,257.45,257.8,258.5,260.65,2007650,523293972.5,22778,1485269,73.98,2018,11,-2.7647169456460507,Negative,264.032,269.276,258.788
2018-11-13,372,INFRATEL,EQ,258.5,258.0,261.25,253.55,258.0,258.4,257.22,1412523,363329166.06000006,36582,536840,38.01,2018,11,-0.03868471953579755,Slight or No change,263.525,269.482,257.568
2018-11-14,373,INFRATEL,EQ,258.4,260.0,261.5,256.85,259.1,260.05,259.69,813648,211296249.12,28217,344374,42.32,2018,11,0.6385448916408798,Slight Positive,263.296,269.538,257.055
2018-11-15,374,INFRATEL,EQ,260.05,261.95,261.95,254.0,254.8,255.4,257.67,1206044,310761357.48,31901,559095,46.36,2018,11,-1.7881176696789125,Negative,262.611,270.042,255.179
2018-11-16,375,INFRATEL,EQ,255.4,257.8,262.25,256.0,259.4,259.6,259.72,1581500,410747180.00000006,52196,576368,36.44,2018,11,1.6444792482380732,Positive,262.225,269.683,254.767
2018-11-19,376,INFRATEL,EQ,259.6,259.5,261.8,257.5,260.2,259.95,259.75,741946,192720473.5,25378,402152,54.2,2018,11,0.13482280431431626,Slight or No change,261.889,269.3,254.479
2018-11-20,377,INFRATEL,EQ,259.95,260.0,261.25,257.9,259.3,260.3,259.81,1005059,261124378.79,42665,533146,53.05,2018,11,0.13464127716869,Slight or No change,261.468,268.483,254.453
2018-11-21,378,INFRATEL,EQ,260.3,259.05,260.55,256.45,258.35,258.85,259.14,1328745,344330979.29999995,33238,754115,56.75,2018,11,-0.5570495582020718,Slight negative,260.725,266.23,255.22
2018-11-22,379,INFRATEL,EQ,258.85,258.7,263.5,244.1,258.2,258.1,255.84,2857031,730942811.04,47462,1034079,36.19,2018,11,-0.2897430944562518,Slight or No change,260.504,266.173,254.834
2018-11-26,380,INFRATEL,EQ,258.1,259.0,268.55,258.3,263.0,262.75,262.24,3138480,823034995.2,75097,2135016,68.03,2018,11,1.8016272762495067,Positive,260.536,266.254,254.817
2018-11-27,381,INFRATEL,EQ,262.75,262.0,268.25,259.15,264.05,264.15,264.78,2270520,601188285.5999999,56936,1495964,65.89,2018,11,0.5328258801141628,Slight Positive,260.693,266.693,254.693
2018-11-28,382,INFRATEL,EQ,264.15,266.0,266.3,257.6,259.4,259.65,260.17,1726167,449096868.3900001,64504,826223,47.86,2018,11,-1.703577512776833,Negative,260.479,266.391,254.566
2018-11-29,383,INFRATEL,EQ,259.65,260.85,266.5,254.25,264.5,265.45,261.35,1424071,372180955.85,30498,625452,43.92,2018,11,2.2337762372424352,Positive,260.5,266.487,254.513
2018-11-30,384,INFRATEL,EQ,265.45,262.6,265.95,255.3,255.95,256.75,257.97,3389542,874400149.7400001,67712,2032644,59.97,2018,11,-3.2774533810510427,Among top losers,259.85,265.285,254.415
2018-12-03,385,INFRATEL,EQ,256.75,257.0,259.95,253.95,255.7,256.0,256.65,2081914,534323228.1,52674,1090805,52.39,2018,12,-0.2921129503407949,Slight or No change,259.671,265.451,253.892
2018-12-04,386,INFRATEL,EQ,256.0,255.7,257.0,252.5,254.7,254.85,254.8,4028606,1026488808.8,24226,3411856,84.69,2018,12,-0.4492187500000022,Slight or No change,259.418,265.725,253.11
2018-12-05,387,INFRATEL,EQ,254.85,255.0,259.4,253.35,258.0,258.35,257.57,1194976,307789968.32,22378,254352,21.29,2018,12,1.3733568765940785,Positive,259.296,265.617,252.976
2018-12-06,388,INFRATEL,EQ,258.35,255.75,257.8,253.55,255.55,255.65,255.65,648790,165863163.5,30436,270191,41.65,2018,12,-1.0450938649119499,Negative,259.314,265.589,253.04
2018-12-07,389,INFRATEL,EQ,255.65,254.0,256.95,251.55,252.6,252.85,253.94,721812,183296939.28,38106,361535,50.09,2018,12,-1.095247408566402,Negative,258.832,265.987,251.677
2018-12-10,390,INFRATEL,EQ,252.85,251.7,251.7,246.25,250.45,250.35,249.97,1896394,474041608.18,17104,1219450,64.3,2018,12,-0.9887284951552332,Slight negative,258.146,266.568,249.725
2018-12-11,391,INFRATEL,EQ,250.35,247.7,257.25,246.0,252.0,253.15,251.38,924469,232393017.22,19593,320220,34.64,2018,12,1.1184341921310237,Positive,257.636,266.357,248.915
2018-12-12,392,INFRATEL,EQ,253.15,253.9,256.3,250.0,251.2,250.7,251.99,1909161,481089480.3900001,52287,1017342,53.29,2018,12,-0.9678056488248156,Slight negative,257.054,266.485,247.623
2018-12-13,393,INFRATEL,EQ,250.7,251.2,252.45,248.35,249.5,249.2,249.48,2790047,696060925.56,36226,2188291,78.43,2018,12,-0.5983246908655815,Slight negative,256.418,266.706,246.13
2018-12-14,394,INFRATEL,EQ,249.2,249.0,252.9,247.25,252.3,252.05,250.07,1818267,454694028.69,62109,1011137,55.61,2018,12,1.1436597110754398,Positive,255.654,265.495,245.812
2018-12-17,395,INFRATEL,EQ,252.05,252.3,255.85,249.25,255.2,254.95,252.4,1419070,358173268.0,30908,731714,51.56,2018,12,1.1505653640150773,Positive,254.996,263.537,246.456
2018-12-18,396,INFRATEL,EQ,254.95,253.05,257.3,252.7,255.05,254.6,254.92,1171801,298715510.92,22335,666996,56.92,2018,12,-0.13728181996469635,Slight or No change,254.636,262.745,246.526
2018-12-19,397,INFRATEL,EQ,254.6,255.0,267.1,254.55,262.4,263.45,261.9,2570544,673225473.5999999,89186,1570629,61.1,2018,12,3.476040848389639,Among top gainers,254.493,261.814,247.172
2018-12-20,398,INFRATEL,EQ,263.45,262.0,263.95,257.95,262.0,262.0,261.92,1137215,297859352.8,23939,597929,52.58,2018,12,-0.5503890681343715,Slight negative,254.868,263.16,246.575
2018-12-21,399,INFRATEL,EQ,262.0,263.8,265.0,247.45,261.3,259.85,257.13,6508796,1673606715.48,74090,2362654,36.3,2018,12,-0.8206106870228935,Slight negative,255.143,263.842,246.443
2018-12-24,400,INFRATEL,EQ,259.85,262.0,271.15,256.0,264.9,262.55,263.18,3202904,842940274.72,42376,698493,21.81,2018,12,1.03906099672888,Positive,255.693,265.245,246.141
2018-12-26,401,INFRATEL,EQ,262.55,259.95,265.0,258.25,262.9,262.6,261.18,1282658,335004616.44,13168,99194,7.73,2018,12,0.019043991620648626,Slight or No change,255.996,266.162,245.831
2018-12-27,402,INFRATEL,EQ,262.6,262.6,269.2,261.5,268.0,266.8,265.85,1209883,321647395.55,16379,473178,39.11,2018,12,1.5993907083015957,Positive,256.793,268.476,245.11
2018-12-28,403,INFRATEL,EQ,266.8,269.05,269.75,262.0,262.65,263.0,265.05,1745967,462768553.35,27917,919614,52.67,2018,12,-1.4242878560719707,Negative,257.518,269.405,245.631
2018-12-31,404,INFRATEL,EQ,263.0,262.65,265.0,257.2,258.9,259.0,260.05,1577464,410219513.2000001,27428,402023,25.49,2018,12,-1.520912547528519,Negative,258.136,269.295,246.977
2019-01-01,405,INFRATEL,EQ,259.0,259.95,263.5,257.8,263.0,262.25,260.14,799064,207868508.96,8246,99682,12.47,2019,1,1.2548262548262468,Positive,258.786,269.752,247.819
2019-01-02,406,INFRATEL,EQ,262.25,261.95,266.0,258.7,265.2,264.25,263.27,1115095,293571060.65,20392,236821,21.24,2019,1,0.7626310772163913,Slight Positive,259.754,270.015,249.492
2019-01-03,407,INFRATEL,EQ,264.25,265.0,273.4,263.6,273.0,271.6,269.53,2888878,778639287.3399999,53787,902349,31.24,2019,1,2.7814569536424028,Positive,261.354,271.511,251.196
2019-01-04,408,INFRATEL,EQ,271.6,273.0,288.5,272.0,287.0,285.05,280.64,6714533,1884366541.12,73306,1459208,21.73,2019,1,4.952135493372611,Among top gainers,263.711,278.724,248.698
2019-01-07,409,INFRATEL,EQ,285.05,287.5,295.15,285.1,292.8,293.75,291.05,5453037,1587106418.85,64974,2485896,45.59,2019,1,3.0520961234871136,Among top gainers,266.482,287.609,245.356
2019-01-08,410,INFRATEL,EQ,293.75,292.7,300.4,290.0,297.15,297.95,295.72,4648636,1374694637.92,90923,1309600,28.17,2019,1,1.4297872340425457,Positive,269.579,295.391,243.766
2019-01-09,411,INFRATEL,EQ,297.95,299.9,299.9,289.25,291.25,290.35,291.82,3188173,930372644.86,63167,1127996,35.38,2019,1,-2.5507635509313564,Negative,271.5,299.277,243.723
2019-01-10,412,INFRATEL,EQ,290.35,290.1,290.4,281.6,285.0,285.05,285.16,3672383,1047216736.28,104774,1710330,46.57,2019,1,-1.8253831582572768,Negative,273.146,301.229,245.064
2019-01-11,413,INFRATEL,EQ,285.05,285.1,286.1,276.15,276.6,277.2,280.29,3840134,1076351158.86,108714,2062180,53.7,2019,1,-2.753902824065957,Negative,274.386,301.453,247.318
2019-01-14,414,INFRATEL,EQ,277.2,276.7,282.8,274.35,280.15,280.1,281.08,6223594,1749327801.52,94478,4154904,66.76,2019,1,1.0461760461760503,Positive,275.639,301.961,249.318
2019-01-15,415,INFRATEL,EQ,280.1,280.15,283.75,277.65,280.0,279.75,279.63,2487680,695629958.4,64634,1370709,55.1,2019,1,-0.1249553730810482,Slight or No change,276.864,302.148,251.581
2019-01-16,416,INFRATEL,EQ,279.75,280.0,284.4,274.5,276.85,275.85,278.36,3605390,1003596360.4,94117,2113105,58.61,2019,1,-1.3941018766755908,Negative,277.511,302.14,252.881
2019-01-17,417,INFRATEL,EQ,275.85,278.5,282.35,276.4,280.75,280.45,280.74,3729858,1047120334.92,84078,1259643,33.77,2019,1,1.6675729563168318,Positive,278.757,301.947,255.567
2019-01-18,418,INFRATEL,EQ,280.45,280.65,283.4,277.0,277.6,278.05,280.63,3096388,868939364.4399999,102633,1989287,64.25,2019,1,-0.8557675164913459,Slight negative,280.118,300.363,259.873
2019-01-21,419,INFRATEL,EQ,278.05,278.05,279.85,270.65,279.6,277.8,275.41,2421296,666849131.36,66968,906807,37.45,2019,1,-0.08991188635137927,Slight or No change,281.229,298.777,263.68
2019-01-22,420,INFRATEL,EQ,277.8,278.75,280.7,274.5,277.95,277.65,278.57,2194405,611295400.85,52812,1010714,46.06,2019,1,-0.05399568034558655,Slight or No change,282.186,296.993,267.379
2019-01-23,421,INFRATEL,EQ,277.65,278.0,281.4,274.8,279.75,277.0,279.54,4888651,1366573500.5400002,67991,3202511,65.51,2019,1,-0.23410768953717745,Slight or No change,282.571,296.443,268.7
2019-01-24,422,INFRATEL,EQ,277.0,282.0,283.15,261.2,262.1,263.0,269.82,11122963,3001197876.66,102247,2634439,23.68,2019,1,-5.054151624548743,Among top losers,280.996,298.25,263.743
2019-01-25,423,INFRATEL,EQ,263.0,264.6,282.45,264.1,280.0,279.75,275.72,11828569,3261373044.6800003,150504,3840930,32.47,2019,1,6.368821292775673,Among top gainers,279.996,295.611,264.382
2019-01-28,424,INFRATEL,EQ,279.75,283.7,293.85,277.05,286.45,287.3,286.06,8309902,2377130566.12,197541,3714894,44.7,2019,1,2.6988382484361084,Positive,279.236,291.828,266.644
2019-01-29,425,INFRATEL,EQ,287.3,284.95,298.9,283.4,298.0,297.35,293.31,6402177,1877822535.87,175209,2791456,43.6,2019,1,3.498085624782465,Among top gainers,279.736,294.583,264.889
2019-01-30,426,INFRATEL,EQ,297.35,296.25,299.6,286.05,289.95,290.3,292.36,6293196,1839878782.56,166123,2345328,37.27,2019,1,-2.370943332772834,Negative,280.111,295.778,264.443
2019-01-31,427,INFRATEL,EQ,290.3,290.0,296.4,285.0,296.0,292.25,290.77,4762254,1384720595.58,110133,3024224,63.5,2019,1,0.6717189114708866,Slight Positive,281.186,298.015,264.356
2019-02-01,428,INFRATEL,EQ,292.25,296.0,298.0,290.85,296.2,296.2,295.39,2258242,667062104.38,71602,963139,42.65,2019,2,1.3515825491873468,Positive,282.336,300.951,263.72
2019-02-04,429,INFRATEL,EQ,296.2,292.25,297.8,287.5,296.6,295.05,294.12,2318471,681908690.52,101018,1243134,53.62,2019,2,-0.38825118163402506,Slight or No change,283.429,303.154,263.704
2019-02-05,430,INFRATEL,EQ,295.05,295.0,295.0,286.45,290.25,288.9,289.88,3538939,1025867637.32,100472,1571740,44.41,2019,2,-2.08439247585156,Negative,284.361,303.774,264.948
2019-02-06,431,INFRATEL,EQ,288.9,290.0,298.0,288.8,297.9,296.35,293.15,2707550,793718282.4999999,69774,1131803,41.8,2019,2,2.5787469712703626,Positive,285.496,305.766,265.227
2019-02-07,432,INFRATEL,EQ,296.35,293.6,308.5,290.65,304.7,305.85,302.49,3137895,949181858.55,42848,665200,21.2,2019,2,3.205668972498743,Among top gainers,287.482,309.938,265.026
2019-02-08,433,INFRATEL,EQ,305.85,302.05,335.0,302.05,328.95,326.05,320.14,11194181,3583705105.34,144217,3044144,27.19,2019,2,6.604544711459859,Among top gainers,290.929,320.626,261.231
2019-02-11,434,INFRATEL,EQ,326.05,326.0,329.0,320.0,325.0,323.5,324.12,3081552,998792634.24,55571,745349,24.19,2019,2,-0.7820886367121638,Slight negative,294.204,327.489,260.918
2019-02-12,435,INFRATEL,EQ,323.5,323.0,324.4,310.65,312.7,312.85,314.26,3518639,1105767492.14,47197,1193749,33.93,2019,2,-3.2921174652241088,Among top losers,296.764,329.864,263.665
2019-02-13,436,INFRATEL,EQ,312.85,314.15,315.0,302.8,305.5,304.3,305.76,2930960,896170329.6,51944,1019282,34.78,2019,2,-2.732939108198817,Negative,299.714,326.636,272.792
2019-02-14,437,INFRATEL,EQ,304.3,304.0,304.0,293.5,297.6,297.2,296.61,2912616,863911031.76,51786,952465,32.7,2019,2,-2.3332237923102244,Negative,300.961,325.402,276.519
2019-02-15,438,INFRATEL,EQ,297.2,299.2,310.45,291.95,304.45,306.9,303.42,4992264,1514752742.88,69102,1197325,23.98,2019,2,3.2637954239569167,Among top gainers,302.361,325.65,279.071
2019-02-18,439,INFRATEL,EQ,306.9,306.7,319.25,304.7,316.5,317.05,316.13,6443621,2037021906.73,65849,1726015,26.79,2019,2,3.3072662104920214,Among top gainers,303.768,328.11,279.426
2019-02-19,440,INFRATEL,EQ,317.05,315.0,324.85,315.0,319.4,318.45,320.97,6184870,1985157723.9,58077,1817301,29.38,2019,2,0.4415707301687277,Slight or No change,305.779,329.978,281.579
2019-02-20,441,INFRATEL,EQ,318.45,319.0,322.9,313.65,319.0,318.2,317.47,2478600,786881142.0000001,32745,469539,18.94,2019,2,-0.07850525985241275,Slight or No change,307.632,331.338,283.926
2019-02-21,442,INFRATEL,EQ,318.2,317.6,318.0,306.3,312.25,312.55,309.64,3996262,1237402565.6799998,57082,581030,14.54,2019,2,-1.7756128221244394,Negative,308.8,331.677,285.923
2019-02-22,443,INFRATEL,EQ,312.55,311.45,321.8,309.0,313.45,313.6,316.28,3970353,1255743246.84,48597,894955,22.54,2019,2,0.33594624860022737,Slight or No change,310.125,331.682,288.568
2019-02-25,444,INFRATEL,EQ,313.6,313.6,313.8,302.45,304.0,303.95,305.67,3480643,1063928145.81,45369,1279195,36.75,2019,2,-3.0771683673469497,Among top losers,311.2,329.444,292.956
2019-02-26,445,INFRATEL,EQ,303.95,304.0,310.5,300.15,306.5,308.0,305.69,5880043,1797470344.67,55116,1964058,33.4,2019,2,1.3324559960519844,Positive,312.032,328.316,295.749
2019-02-27,446,INFRATEL,EQ,308.0,308.95,309.0,294.8,296.5,296.75,300.79,4142722,1246089350.38,67770,1544186,37.27,2019,2,-3.6525974025974017,Among top losers,311.382,329.366,293.398
2019-02-28,447,INFRATEL,EQ,296.75,298.0,298.85,291.5,293.6,293.65,294.49,3914334,1152732219.66,53717,1839514,46.99,2019,2,-1.044650379107004,Negative,309.068,327.259,290.877
2019-03-01,448,INFRATEL,EQ,293.65,297.65,297.65,292.0,292.8,293.25,295.1,2121450,626039895.0,43015,962555,45.37,2019,3,-0.13621658436914208,Slight or No change,306.907,324.899,288.916
2019-03-05,449,INFRATEL,EQ,293.25,295.0,297.0,291.6,295.55,296.15,294.93,2215719,653482004.67,33684,1056722,47.69,2019,3,0.9889173060528388,Slight Positive,305.714,324.216,287.213
2019-03-06,450,INFRATEL,EQ,296.15,296.95,306.5,295.35,302.25,302.55,303.56,4205863,1276731772.28,60052,1506518,35.82,2019,3,2.1610670268445102,Positive,305.589,324.155,287.023
2019-03-07,451,INFRATEL,EQ,302.55,305.9,309.5,304.45,305.55,305.65,306.69,2653768,813884107.92,45691,854872,32.21,2019,3,1.0246240290860964,Positive,306.193,324.123,288.263
2019-03-08,452,INFRATEL,EQ,305.65,304.8,310.0,304.05,305.8,305.5,306.61,2175387,666995408.07,32065,857975,39.44,2019,3,-0.04907574022574579,Slight or No change,306.093,324.021,288.165
