Date,Unnamed: 0,Symbol,Series,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total_Traded_Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,year,month,Day_Perc_Change,Trend,avg,upper,lower
2019-03-11,453,INFRATEL,EQ,305.5,306.6,322.0,305.95,319.05,319.7,316.15,4166219,1317150136.85,41288,1586379,38.08,2019,3,4.648117839607192,Among top gainers,306.282,324.756,287.808
2019-03-12,454,INFRATEL,EQ,319.7,319.5,322.7,309.0,316.0,316.35,316.37,5298735,1676360791.95,53123,1469631,27.74,2019,3,-1.04785736628088,Negative,306.132,324.211,288.054
2019-03-13,455,INFRATEL,EQ,316.35,320.4,321.0,311.05,312.95,313.15,314.78,2238504,704636289.1199999,26431,399062,17.83,2019,3,-1.0115378536431296,Negative,305.771,322.994,288.549
2019-03-14,456,INFRATEL,EQ,313.15,314.0,318.0,312.0,314.15,314.35,315.14,1873621,590452921.9399999,33651,784606,41.88,2019,3,0.3832029378892043,Slight or No change,305.9,323.366,288.434
2019-03-15,457,INFRATEL,EQ,314.35,316.0,320.0,311.25,312.55,313.2,313.53,2880482,903117521.46,42536,1590956,55.23,2019,3,-0.3658342611738585,Slight or No change,305.871,323.284,288.459
2019-03-18,458,INFRATEL,EQ,313.2,317.0,321.6,310.85,317.0,318.1,316.53,2868948,908108110.44,46441,804696,28.05,2019,3,1.5644955300127883,Positive,306.882,325.421,288.344
2019-03-19,459,INFRATEL,EQ,318.1,320.0,331.8,314.15,327.0,327.6,327.75,10223121,3350627907.75,88368,4440466,43.44,2019,3,2.9864822382898564,Positive,308.282,329.891,286.674
2019-03-20,460,INFRATEL,EQ,327.6,328.3,333.45,322.25,325.1,325.05,327.76,3756179,1231125229.04,53213,885378,23.57,2019,3,-0.7783882783882867,Slight negative,310.304,332.55,288.057
2019-03-22,461,INFRATEL,EQ,325.05,325.1,329.25,313.9,315.3,316.1,319.16,3378667,1078335359.72,46967,1237533,36.63,2019,3,-2.753422550376861,Negative,311.907,332.127,291.687
2019-03-25,462,INFRATEL,EQ,316.1,314.55,314.55,304.75,304.95,306.6,308.88,2436411,752558629.68,27479,1038545,42.63,2019,3,-3.0053780449224914,Among top losers,312.861,330.367,295.354
2019-03-26,463,INFRATEL,EQ,306.6,305.2,314.0,305.2,313.7,312.85,310.83,2393663,744022270.29,45794,1047317,43.75,2019,3,2.0384866275277247,Positive,314.054,328.697,299.41
2019-03-27,464,INFRATEL,EQ,312.85,316.9,318.5,311.1,317.0,316.2,315.81,2831679,894272544.99,40560,1293283,45.67,2019,3,1.0708007032123934,Positive,315.029,328.107,301.951
2019-03-28,465,INFRATEL,EQ,316.2,317.45,319.65,313.45,316.0,317.1,317.08,1752675,555738189.0,35195,836330,47.72,2019,3,0.2846299810246755,Slight or No change,315.846,327.78,303.913
2019-03-29,466,INFRATEL,EQ,317.1,317.5,319.15,310.85,312.6,313.4,313.64,1743099,546705570.36,33996,545051,31.27,2019,3,-1.1668243456323113,Negative,316.411,326.896,305.925
2019-04-01,467,INFRATEL,EQ,313.4,314.95,317.6,311.5,313.85,314.25,313.85,1556091,488379160.35,46984,562431,36.14,2019,4,0.2712188895979573,Slight or No change,316.021,326.385,305.658
2019-04-02,468,INFRATEL,EQ,314.25,314.45,318.1,312.15,314.05,315.0,314.97,1660087,522877602.3900001,28684,618101,37.23,2019,4,0.23866348448686736,Slight or No change,315.925,326.3,305.55
2019-04-03,469,INFRATEL,EQ,315.0,314.5,320.0,314.15,317.0,317.25,317.1,1971729,625235265.9000001,22026,850460,43.13,2019,4,0.7142857142857117,Slight Positive,316.218,326.487,305.949
2019-04-04,470,INFRATEL,EQ,317.25,318.5,319.75,314.7,316.2,316.65,316.76,1339901,424427040.76,20584,616134,45.98,2019,4,-0.1891252955082856,Slight or No change,316.382,326.596,306.169
2019-04-05,471,INFRATEL,EQ,316.65,316.65,320.0,314.4,316.6,316.8,317.07,1034427,327985768.89,12743,368035,35.58,2019,4,0.0473709142586598,Slight or No change,316.639,326.687,306.591
2019-04-08,472,INFRATEL,EQ,316.8,317.95,318.7,313.7,317.2,316.1,316.36,1035460,327578125.6,21364,414562,40.04,2019,4,-0.22095959595959114,Slight or No change,316.496,326.512,306.481
2019-04-09,473,INFRATEL,EQ,316.1,316.1,318.5,312.5,315.05,315.2,314.88,777799,244913349.12,23816,271676,34.93,2019,4,-0.2847200253084603,Slight or No change,315.611,323.325,307.896
2019-04-10,474,INFRATEL,EQ,315.2,315.1,318.2,313.65,315.75,315.3,316.1,1404102,443836642.2000001,31822,775639,55.24,2019,4,0.03172588832487388,Slight or No change,314.914,320.395,309.433
2019-04-11,475,INFRATEL,EQ,315.3,315.35,317.0,311.05,314.0,313.35,314.5,1316742,414115359.0,29631,625947,47.54,2019,4,-0.618458610846806,Slight negative,314.718,320.213,309.223
2019-04-12,476,INFRATEL,EQ,313.35,314.0,317.35,313.0,314.45,314.65,315.27,777930,245257991.1,29889,327314,42.07,2019,4,0.4148715493856647,Slight or No change,315.293,318.207,312.378
2019-04-15,477,INFRATEL,EQ,314.65,314.5,316.5,307.3,309.4,308.45,311.37,1493320,464975048.4,26567,498381,33.37,2019,4,-1.970443349753692,Negative,314.979,319.522,310.435
2019-04-16,478,INFRATEL,EQ,308.45,310.95,316.9,309.4,312.75,312.95,314.24,2057364,646506063.36,44808,660367,32.1,2019,4,1.4589074404279367,Positive,314.746,319.352,310.141
2019-04-18,479,INFRATEL,EQ,312.95,312.95,314.45,303.25,306.0,307.2,306.63,2227796,683109087.48,27258,578932,25.99,2019,4,-1.837354209937692,Negative,314.039,319.945,308.133
2019-04-22,480,INFRATEL,EQ,307.2,306.8,310.85,295.55,299.0,299.6,302.03,1606392,485178575.75999993,22777,337306,21.0,2019,4,-2.4739583333333264,Negative,313.054,322.786,303.321
2019-04-23,481,INFRATEL,EQ,299.6,301.0,303.65,292.55,298.0,294.0,296.97,1532866,455215216.02,28285,341382,22.27,2019,4,-1.869158878504684,Negative,311.607,325.642,297.573
2019-04-24,482,INFRATEL,EQ,294.0,297.0,303.5,291.0,301.0,301.5,298.06,2572361,766717919.66,37887,781457,30.38,2019,4,2.5510204081632626,Positive,310.643,325.504,295.782
2019-04-25,483,INFRATEL,EQ,301.5,287.35,298.0,265.65,272.5,270.7,278.71,24061163,6706086739.73,180731,6077265,25.26,2019,4,-10.215588723051416,Bear drop,307.318,332.827,281.809
2019-04-26,484,INFRATEL,EQ,270.7,273.0,278.0,271.35,273.0,272.9,274.58,8713787,2392631634.46,95898,3410481,39.14,2019,4,0.8127077946065819,Slight Positive,304.193,334.955,273.43
2019-04-30,485,INFRATEL,EQ,272.9,273.7,278.9,256.5,262.55,262.55,262.97,9291803,2443465434.9100003,76896,5170144,55.64,2019,4,-3.792598021253191,Among top losers,300.318,337.282,263.354
2019-05-02,486,INFRATEL,EQ,262.55,262.55,272.4,262.55,272.0,270.85,270.08,5510874,1488376849.9199998,79237,2464269,44.72,2019,5,3.1613026090268503,Among top gainers,297.086,335.968,258.203
2019-05-03,487,INFRATEL,EQ,270.85,272.55,278.55,272.1,273.75,274.0,275.93,4234052,1168301968.36,61606,1434583,33.88,2019,5,1.1630053535166995,Positive,294.143,333.355,254.931
2019-05-06,488,INFRATEL,EQ,274.0,273.0,273.5,268.3,272.25,271.85,270.47,2351319,635961249.9300001,39964,1048140,44.58,2019,5,-0.7846715328467035,Slight negative,291.039,329.914,252.164
2019-05-07,489,INFRATEL,EQ,271.85,266.9,270.8,265.75,268.0,268.0,267.98,2972102,796463893.96,52992,1391563,46.82,2019,5,-1.4162221813500133,Negative,287.8,326.222,249.378
2019-05-08,490,INFRATEL,EQ,268.0,268.0,270.3,263.65,267.55,266.7,267.35,2225529,594995178.1500001,51482,1075978,48.35,2019,5,-0.4850746268656781,Slight or No change,284.375,320.993,247.757
2019-05-09,491,INFRATEL,EQ,266.7,266.95,269.7,261.5,268.0,267.1,263.92,3520232,929059629.44,56601,2051103,58.27,2019,5,0.14998125234346735,Slight or No change,281.421,316.304,246.539
2019-05-10,492,INFRATEL,EQ,267.1,266.3,267.0,260.75,261.75,262.25,262.76,2270319,596549020.4399999,48630,983657,43.33,2019,5,-1.8157993260951024,Negative,277.8,308.905,246.695
2019-05-13,493,INFRATEL,EQ,262.25,261.45,269.15,259.6,265.5,265.45,266.46,3369566,897854556.3599998,49631,1103984,32.76,2019,5,1.2202097235462397,Positive,274.818,301.467,248.169
